"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"29105",9830,1,19,1985,16,"DM","F",35,35,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29106",9835,1,19,1985,16,"DM","F",34,34,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29107",9841,1,19,1985,16,"DM","M",35,39,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29108",9850,1,19,1985,16,"DM","M",35,36,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29109",9929,2,16,1985,16,"DM","M",37,37,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29110",9935,2,16,1985,16,"DM","F",35,40,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29111",9971,2,16,1985,16,"DM","M",35,42,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29112",9973,2,16,1985,16,"DM","M",36,41,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29113",10047,3,16,1985,16,"DM","F",34,35,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29114",10052,3,16,1985,16,"DM","M",36,44,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29115",21324,12,15,1993,16,"DM","M",34,42,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29116",21411,2,21,1994,16,"DM","M",37,49,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29117",23099,12,3,1995,16,"DM","F",37,48,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29118",23323,1,28,1996,16,"DM","M",37,45,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29119",23451,2,25,1996,16,"DM","F",35,37,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29120",23453,2,25,1996,16,"DM","F",36,43,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29121",23464,2,25,1996,16,"DM","M",35,32,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29122",23485,2,25,1996,16,"DM","M",37,43,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29123",23603,3,24,1996,16,"DM","M",35,42,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29124",23612,3,24,1996,16,"DM","F",35,31,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29125",23642,3,24,1996,16,"DM","F",34,49,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29126",23734,4,15,1996,16,"DM","F",31,30,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29127",23836,4,15,1996,16,"DM","M",35,42,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29128",24092,6,14,1996,16,"DM","F",34,38,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29129",24635,10,13,1996,16,"DM","M",37,45,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29130",24774,11,17,1996,16,"DM","F",35,39,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29131",24892,12,19,1996,16,"DM","F",35,35,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29132",24908,12,19,1996,16,"DM","M",36,46,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29133",24913,12,19,1996,16,"DM","F",34,39,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29134",25116,2,9,1997,16,"DM","M",36,51,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29135",25121,2,9,1997,16,"DM","M",34,47,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29136",25130,2,9,1997,16,"DM","M",35,50,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29137",25140,2,9,1997,16,"DM","F",36,36,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29138",25350,3,16,1997,16,"DM","F",35,47,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29139",25355,3,16,1997,16,"DM","M",35,50,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29140",25359,3,16,1997,16,"DM","M",36,50,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29141",25365,3,16,1997,16,"DM","M",35,50,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29142",25376,3,16,1997,16,"DM","F",36,38,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29143",25382,3,16,1997,16,"DM","M",34,47,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29144",25403,3,16,1997,16,"DM","M",36,44,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29145",31613,11,26,2000,16,"DM","F",35,38,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29146",33213,11,18,2001,16,"DM","M",36,55,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29147",33559,2,10,2002,16,"DM","M",36,38,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29148",34667,7,14,2002,16,"DM","F",36,45,"Dipodomys","merriami","Rodent","Rodent Exclosure"
"29149",5964,5,22,1982,16,"PF","F",16,8,"Perognathus","flavus","Rodent","Rodent Exclosure"
"29150",21261,11,14,1993,16,"PF","M",14,7,"Perognathus","flavus","Rodent","Rodent Exclosure"
"29151",34403,6,16,2002,16,"PF","F",16,5,"Perognathus","flavus","Rodent","Rodent Exclosure"
"29152",5279,1,25,1982,16,"PE","M",19,23,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29153",5323,1,25,1982,16,"PE","F",21,29,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29154",5473,2,24,1982,16,"PE","M",19,20,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29155",5480,2,24,1982,16,"PE","M",18,21,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29156",5819,4,29,1982,16,"PE","F",21,23,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29157",6422,8,15,1982,16,"PE","M",20,21,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29158",7808,5,14,1983,16,"PE","M",20,21,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29159",7852,5,14,1983,16,"PE","M",19,24,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29160",8303,9,10,1983,16,"PE","M",21,20,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29161",13201,8,25,1987,16,"PE","M",22,23,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29162",13206,8,25,1987,16,"PE","F",22,24,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29163",13212,8,25,1987,16,"PE","F",22,25,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29164",13428,9,27,1987,16,"PE","M",21,20,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29165",13448,9,27,1987,16,"PE","F",21,17,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29166",14573,6,11,1988,16,"PE","F",20,20,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29167",14754,8,9,1988,16,"PE","F",21,21,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29168",14947,10,8,1988,16,"PE","F",20,31,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29169",15032,11,5,1988,16,"PE","F",20,24,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29170",16018,5,10,1989,16,"PE","F",22,27,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29171",16103,6,3,1989,16,"PE","M",18,21,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29172",16457,9,4,1989,16,"PE","F",19,27,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29173",19830,3,8,1992,16,"PE","M",20,22,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29174",26145,6,11,1997,16,"PE","M",21,19,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29175",26252,7,9,1997,16,"PE","M",21,15,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29176",26262,7,9,1997,16,"PE","M",20,20,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29177",26279,7,9,1997,16,"PE","F",20,15,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29178",26669,7,30,1997,16,"PE","M",21,17,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29179",26672,7,30,1997,16,"PE","M",21,19,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29180",27102,10,26,1997,16,"PE","M",20,20,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29181",32360,7,22,2001,16,"PE","M",20,18,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29182",34177,5,16,2002,16,"PE","M",18,13,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29183",34665,7,14,2002,16,"PE","M",21,16,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
"29184",4928,10,25,1981,16,"DS","F",51,158,"Dipodomys","spectabilis","Rodent","Rodent Exclosure"
"29185",6948,10,24,1982,16,"DS","F",48,112,"Dipodomys","spectabilis","Rodent","Rodent Exclosure"
"29186",8159,8,15,1983,16,"PP","M",21,15,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29187",20877,5,23,1993,16,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29188",21083,8,20,1993,16,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29189",21139,9,17,1993,16,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29190",21548,4,11,1994,16,"PP","M",21,20,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29191",23103,12,3,1995,16,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29192",26149,6,11,1997,16,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29193",26373,7,9,1997,16,"PP","M",22,13,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29194",26430,7,9,1997,16,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29195",26746,7,30,1997,16,"PP","F",20,13,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29196",26885,9,28,1997,16,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29197",28140,6,28,1998,16,"PP","M",23,12,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29198",28254,7,19,1998,16,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29199",28307,7,19,1998,16,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29200",28477,8,23,1998,16,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29201",28478,8,23,1998,16,"PP","M",22,12,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29202",28635,9,21,1998,16,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29203",28636,9,21,1998,16,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29204",29690,5,16,1999,16,"PP","F",21,20,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29205",29816,6,13,1999,16,"PP","F",21,18,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29206",29817,6,13,1999,16,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29207",29818,6,13,1999,16,"PP","M",21,16,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29208",29855,9,12,1999,16,"PP","F",21,24,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29209",29938,10,10,1999,16,"PP","F",21,21,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29210",30054,11,7,1999,16,"PP","F",21,21,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29211",30419,2,6,2000,16,"PP","F",19,23,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29212",30892,6,4,2000,16,"PP","M",17,12,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29213",32032,4,22,2001,16,"PP","F",21,21,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29214",32358,7,22,2001,16,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29215",32359,7,22,2001,16,"PP","M",23,18,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29216",32803,9,23,2001,16,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29217",34662,7,14,2002,16,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29218",34666,7,14,2002,16,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29219",34750,9,10,2002,16,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29220",34963,10,6,2002,16,"PP","M",21,20,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29221",34965,10,6,2002,16,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29222",35183,11,10,2002,16,"PP","M",21,18,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
"29223",826,4,10,1978,16,"OT","M",20,18,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29224",2223,11,18,1979,16,"OT","M",19,19,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29225",2374,1,16,1980,16,"OT","M",20,20,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29226",3176,7,22,1980,16,"OT","M",19,18,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29227",9641,10,20,1984,16,"OT","M",20,23,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29228",10074,3,16,1985,16,"OT","M",19,21,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29229",11811,9,6,1986,16,"OT","M",20,21,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29230",24504,9,22,1996,16,"OT","M",20,22,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29231",25313,3,16,1997,16,"OT","F",21,31,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29232",26925,9,28,1997,16,"OT","F",19,26,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29233",26939,9,28,1997,16,"OT","M",20,26,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29234",27847,5,3,1998,16,"OT","M",21,31,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29235",28790,10,25,1998,16,"OT","M",20,19,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29236",28791,10,25,1998,16,"OT","F",19,21,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29237",30579,3,5,2000,16,"OT","M",20,24,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29238",31499,9,31,2000,16,"OT","F",20,20,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29239",32801,9,23,2001,16,"OT","M",21,21,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29240",33014,10,14,2001,16,"OT","M",20,23,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29241",33016,10,14,2001,16,"OT","M",21,23,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29242",33017,10,14,2001,16,"OT","F",21,24,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29243",33214,11,18,2001,16,"OT","F",21,18,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29244",33215,11,18,2001,16,"OT","M",21,25,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29245",34405,6,16,2002,16,"OT","F",20,24,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29246",34661,7,14,2002,16,"OT","F",21,39,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29247",34752,9,10,2002,16,"OT","M",20,15,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29248",34754,9,10,2002,16,"OT","F",20,25,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29249",34964,10,6,2002,16,"OT","M",18,22,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29250",35185,11,10,2002,16,"OT","F",20,24,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29251",35279,12,7,2002,16,"OT","F",20,23,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29252",35480,12,29,2002,16,"OT","F",20,23,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29253",35484,12,29,2002,16,"OT","M",17,26,"Onychomys","torridus","Rodent","Rodent Exclosure"
"29254",9117,5,12,1984,16,"DO","M",37,56,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29255",10143,4,20,1985,16,"DO","M",33,46,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29256",10386,5,23,1985,16,"DO","M",33,44,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29257",12219,1,31,1987,16,"DO","F",33,43,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29258",12221,1,31,1987,16,"DO","M",33,56,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29259",12319,3,1,1987,16,"DO","M",36,50,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29260",12373,3,1,1987,16,"DO","M",37,52,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29261",12375,3,1,1987,16,"DO","F",34,46,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29262",12491,4,4,1987,16,"DO","F",34,47,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29263",12508,4,4,1987,16,"DO","M",37,55,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29264",12516,4,4,1987,16,"DO","M",36,55,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29265",12518,4,4,1987,16,"DO","F",35,50,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29266",12521,4,4,1987,16,"DO","M",36,54,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29267",12530,4,4,1987,16,"DO","F",34,42,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29268",12634,4,25,1987,16,"DO","M",36,57,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29269",12642,4,25,1987,16,"DO","F",35,49,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29270",12651,4,25,1987,16,"DO","M",37,53,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29271",12659,4,25,1987,16,"DO","F",34,50,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29272",12662,4,25,1987,16,"DO","M",36,56,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29273",23493,2,25,1996,16,"DO","F",35,38,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29274",30576,3,5,2000,16,"DO","M",35,41,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29275",30578,3,5,2000,16,"DO","M",33,41,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29276",33217,11,18,2001,16,"DO","F",34,46,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29277",33560,2,10,2002,16,"DO","F",36,51,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29278",34176,5,16,2002,16,"DO","M",37,52,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29279",35181,11,10,2002,16,"DO","F",38,56,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29280",35186,11,10,2002,16,"DO","M",35,42,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29281",35482,12,29,2002,16,"DO","M",35,47,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29282",35483,12,29,2002,16,"DO","M",36,61,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29283",35485,12,29,2002,16,"DO","F",33,46,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"29284",1662,2,25,1979,16,"OL","F",22,35,"Onychomys","leucogaster","Rodent","Rodent Exclosure"
"29285",1664,2,25,1979,16,"OL","M",21,34,"Onychomys","leucogaster","Rodent","Rodent Exclosure"
"29286",9235,5,27,1984,16,"OL","M",22,39,"Onychomys","leucogaster","Rodent","Rodent Exclosure"
"29287",10043,3,16,1985,16,"OL","F",20,34,"Onychomys","leucogaster","Rodent","Rodent Exclosure"
"29288",10563,7,23,1985,16,"OL","F",19,40,"Onychomys","leucogaster","Rodent","Rodent Exclosure"
"29289",10769,9,21,1985,16,"OL","M",20,34,"Onychomys","leucogaster","Rodent","Rodent Exclosure"
"29290",21322,12,15,1993,16,"OL","F",19,17,"Onychomys","leucogaster","Rodent","Rodent Exclosure"
"29291",5315,1,25,1982,16,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29292",5595,3,30,1982,16,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29293",5646,3,30,1982,16,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29294",5656,3,30,1982,16,"RM","F",16,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29295",5665,3,30,1982,16,"RM","F",16,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29296",5925,5,22,1982,16,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29297",6839,10,24,1982,16,"RM","M",16,8,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29298",6866,10,24,1982,16,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29299",7387,2,27,1983,16,"RM","F",16,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29300",7423,2,27,1983,16,"RM","M",15,7,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29301",7448,2,27,1983,16,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29302",7636,4,16,1983,16,"RM","M",19,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29303",7847,5,14,1983,16,"RM","F",17,14,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29304",8089,7,16,1983,16,"RM","M",18,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29305",8693,12,8,1983,16,"RM","F",17,8,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29306",8741,12,8,1983,16,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29307",8809,2,4,1984,16,"RM","F",14,7,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29308",8813,2,4,1984,16,"RM","M",16,7,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29309",8846,2,4,1984,16,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29310",9231,5,27,1984,16,"RM","M",17,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29311",9291,7,3,1984,16,"RM","F",17,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29312",9307,7,3,1984,16,"RM","M",18,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29313",9522,9,29,1984,16,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29314",9790,1,19,1985,16,"RM","F",16,4,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29315",9950,2,16,1985,16,"RM","M",16,5,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29316",9967,2,16,1985,16,"RM","F",15,5,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29317",10235,4,20,1985,16,"RM","M",17,5,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29318",10555,7,23,1985,16,"RM","M",16,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29319",11137,12,7,1985,16,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29320",11138,12,7,1985,16,"RM","F",17,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29321",11231,3,8,1986,16,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29322",11237,3,8,1986,16,"RM","F",15,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29323",11352,4,12,1986,16,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29324",11640,7,3,1986,16,"RM","F",15,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29325",11667,7,3,1986,16,"RM","M",14,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29326",12170,1,31,1987,16,"RM","F",15,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29327",12178,1,31,1987,16,"RM","F",15,7,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29328",12320,3,1,1987,16,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29329",12364,3,1,1987,16,"RM","F",17,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29330",12469,4,4,1987,16,"RM","F",12,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29331",12860,5,28,1987,16,"RM","F",15,8,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29332",12893,6,30,1987,16,"RM","F",16,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29333",13516,10,24,1987,16,"RM","M",18,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29334",13549,10,24,1987,16,"RM","F",17,14,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29335",13662,11,21,1987,16,"RM","M",15,7,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29336",13879,1,23,1988,16,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29337",13880,1,23,1988,16,"RM","M",15,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29338",13889,1,23,1988,16,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29339",14023,2,21,1988,16,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29340",14051,2,21,1988,16,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29341",14074,2,21,1988,16,"RM","F",16,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29342",14084,2,21,1988,16,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29343",14261,3,21,1988,16,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29344",14266,3,21,1988,16,"RM","M",17,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29345",14293,3,21,1988,16,"RM","F",16,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29346",14296,3,21,1988,16,"RM","M",17,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29347",14550,6,11,1988,16,"RM","M",19,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29348",14566,6,11,1988,16,"RM","F",18,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29349",14784,8,9,1988,16,"RM","M",17,14,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29350",15034,11,5,1988,16,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29351",15059,11,5,1988,16,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29352",15060,11,5,1988,16,"RM","M",17,13,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29353",15071,11,5,1988,16,"RM","F",16,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29354",15082,11,5,1988,16,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29355",15174,12,13,1988,16,"RM","F",15,8,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"29356",15194,12,13,1988,16,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
